2014-01-06 13:45:15,479 [1] DEBUG MvcApplication - Application Started
2014-01-06 13:45:25,585 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,588 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,684 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,685 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,686 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,686 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,687 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,687 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,694 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,694 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,695 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,696 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,698 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,698 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,699 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,700 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,700 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,701 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,701 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,702 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,702 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,703 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,704 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,704 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,705 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,705 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,706 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,707 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:25,708 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:25,709 [11] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:34,610 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:34,610 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:34,617 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:34,618 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:34,619 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:34,619 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:34,620 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:34,621 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:34,624 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:34,625 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:34,626 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:34,626 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
2014-01-06 13:45:34,628 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel user determine can complete 
2014-01-06 13:45:34,628 [13] DEBUG SecurityGuard - ABAPER-W8\Pawel session owner 
